SalesOrderNumber,OrderDate,ShipDate,ProductKey,EmployeeKey,SalesTerritoryKey,Quantity,Reseller Business Type,Reseller,Reseller CityState,ResellerCountry
SO53465,2019-09-03 00:00:00.000,2019-09-17 00:00:00.000,597,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-07 00:00:00.000,480,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-12 00:00:00.000,595,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-18 00:00:00.000,357,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-19 00:00:00.000,513,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-15 00:00:00.000,526,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-12 00:00:00.000,533,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-04 00:00:00.000,591,272,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-05 00:00:00.000,603,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-15 00:00:00.000,222,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,298,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-12 00:00:00.000,556,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-11 00:00:00.000,295,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-05 00:00:00.000,524,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-16 00:00:00.000,525,272,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-13 00:00:00.000,531,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-16 00:00:00.000,517,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-16 00:00:00.000,542,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-04 00:00:00.000,532,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-14 00:00:00.000,593,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-14 00:00:00.000,515,272,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-17 00:00:00.000,487,272,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,514,272,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-17 00:00:00.000,488,272,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-09 00:00:00.000,552,272,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,363,272,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-18 00:00:00.000,501,272,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-18 00:00:00.000,592,272,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-09 00:00:00.000,472,272,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-15 00:00:00.000,474,272,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,353,272,6,8,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-09 00:00:00.000,225,272,6,18,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,217,272,6,20,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-18 00:00:00.000,491,272,6,21,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-15 00:00:00.000,477,272,6,13,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-06 00:00:00.000,476,272,6,13,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-07 00:00:00.000,484,272,6,14,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-09 00:00:00.000,231,272,6,14,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-17 00:00:00.000,463,272,6,14,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-13 00:00:00.000,465,272,6,14,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-10 00:00:00.000,483,272,6,11,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-15 00:00:00.000,214,272,6,12,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-08 00:00:00.000,398,272,6,12,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-10 00:00:00.000,234,272,6,12,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-07 00:00:00.000,558,272,6,9,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-18 00:00:00.000,359,272,6,9,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-17 00:00:00.000,309,272,6,9,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-19 00:00:00.000,544,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-16 00:00:00.000,555,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-16 00:00:00.000,400,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-07 00:00:00.000,471,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-09 00:00:00.000,516,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO53465,2019-09-03 00:00:00.000,2019-09-05 00:00:00.000,559,272,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,514,291,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,599,291,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,501,291,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-13 00:00:00.000,475,291,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,298,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,542,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,559,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-17 00:00:00.000,597,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-13 00:00:00.000,295,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,487,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-03 00:00:00.000,306,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-14 00:00:00.000,595,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-03 00:00:00.000,309,291,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-13 00:00:00.000,588,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-13 00:00:00.000,355,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,532,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-09 00:00:00.000,357,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,398,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-06 00:00:00.000,463,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-14 00:00:00.000,551,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-17 00:00:00.000,363,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-09 00:00:00.000,524,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-15 00:00:00.000,531,291,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-14 00:00:00.000,353,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,555,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,400,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-05 00:00:00.000,527,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,361,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-09 00:00:00.000,592,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,543,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,237,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-09 00:00:00.000,477,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,474,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-16 00:00:00.000,480,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-05 00:00:00.000,515,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,591,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-15 00:00:00.000,525,291,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,467,291,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,472,291,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-05 00:00:00.000,556,291,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-07 00:00:00.000,512,291,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-12 00:00:00.000,488,291,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-06 00:00:00.000,490,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,544,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-06 00:00:00.000,517,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,558,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,603,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,511,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,222,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-15 00:00:00.000,533,291,6,6,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,552,291,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-15 00:00:00.000,359,291,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-16 00:00:00.000,231,291,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-04 00:00:00.000,601,291,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-16 00:00:00.000,217,291,6,7,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,465,291,6,8,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,471,291,6,19,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-11 00:00:00.000,225,291,6,20,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-16 00:00:00.000,483,291,6,13,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-17 00:00:00.000,516,291,6,12,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,476,291,6,12,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-10 00:00:00.000,491,291,6,9,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-05 00:00:00.000,214,291,6,9,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-13 00:00:00.000,484,291,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO58918,2019-12-02 00:00:00.000,2019-12-08 00:00:00.000,234,291,6,10,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-21 00:00:00.000,292,288,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-12 00:00:00.000,288,288,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-26 00:00:00.000,299,288,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-18 00:00:00.000,300,288,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-17 00:00:00.000,304,288,6,1,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-26 00:00:00.000,345,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-24 00:00:00.000,293,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-24 00:00:00.000,347,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-21 00:00:00.000,293,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-22 00:00:00.000,229,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-17 00:00:00.000,235,288,6,2,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-12 00:00:00.000,344,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-15 00:00:00.000,229,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-10 00:00:00.000,307,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-13 00:00:00.000,235,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-15 00:00:00.000,300,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-10 00:00:00.000,293,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-16 00:00:00.000,292,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-13 00:00:00.000,348,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-19 00:00:00.000,300,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-24 00:00:00.000,307,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-22 00:00:00.000,220,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-15 00:00:00.000,212,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-20 00:00:00.000,347,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-17 00:00:00.000,292,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-16 00:00:00.000,307,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-15 00:00:00.000,220,288,6,3,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-15 00:00:00.000,346,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-21 00:00:00.000,348,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-12 00:00:00.000,345,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-21 00:00:00.000,215,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-09 00:00:00.000,351,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-11 00:00:00.000,232,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-14 00:00:00.000,304,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-19 00:00:00.000,346,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-16 00:00:00.000,235,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-13 00:00:00.000,344,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-15 00:00:00.000,296,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-15 00:00:00.000,350,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-11 00:00:00.000,223,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-11 00:00:00.000,218,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-21 00:00:00.000,232,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO45529,2018-03-07 00:00:00.000,2018-03-22 00:00:00.000,215,288,6,4,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-14 00:00:00.000,349,288,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-10 00:00:00.000,347,288,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-10 00:00:00.000,296,288,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44086,2017-09-08 00:00:00.000,2017-09-24 00:00:00.000,212,288,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
SO44750,2017-12-10 00:00:00.000,2017-12-22 00:00:00.000,229,288,6,5,Warehouse,Vigorous Exercise Company,Toronto-Ontario,Canada
